game_id,season,game_date,start_time_ET,season_type,game_schedule_state,away_team_id,away_score,away_abbreviation,home_score,home_team_id,home_abbreviation,pbp_link,shift_link,start_time_utc
2009020007,20092010,2009-10-02,12:00,R,OK,13,4,FLA,3,16,CHI,https://api-web.nhle.com/v1/gamecenter/2009020007/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020007,2009-10-02T16:00:00.000000+0000
2009020013,20092010,2009-10-03,19:00,R,OK,5,4,PIT,3,2,NYI,https://api-web.nhle.com/v1/gamecenter/2009020013/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020013,2009-10-03T23:00:00.000000+0000
2009020015,20092010,2009-10-03,19:00,R,OK,10,4,TOR,6,15,WSH,https://api-web.nhle.com/v1/gamecenter/2009020015/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020015,2009-10-03T23:00:00.000000+0000
2009020029,20092010,2009-10-06,21:00,R,OK,24,3,ANA,4,30,MIN,https://api-web.nhle.com/v1/gamecenter/2009020029/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020029,2009-10-07T01:00:00.000000+0000
2009020030,20092010,2009-10-06,21:00,R,OK,8,3,MTL,4,20,CGY,https://api-web.nhle.com/v1/gamecenter/2009020030/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020030,2009-10-07T01:00:00.000000+0000
2009020032,20092010,2009-10-06,22:30,R,OK,28,4,SJS,6,26,LAK,https://api-web.nhle.com/v1/gamecenter/2009020032/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020032,2009-10-07T02:30:00.000000+0000
2009020038,20092010,2009-10-08,19:00,R,OK,5,5,PIT,4,4,PHI,https://api-web.nhle.com/v1/gamecenter/2009020038/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020038,2009-10-08T23:00:00.000000+0000
2009020044,20092010,2009-10-08,21:30,R,OK,20,4,CGY,3,22,EDM,https://api-web.nhle.com/v1/gamecenter/2009020044/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020044,2009-10-09T01:30:00.000000+0000
2009020048,20092010,2009-10-09,21:00,R,OK,25,5,DAL,2,20,CGY,https://api-web.nhle.com/v1/gamecenter/2009020048/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020048,2009-10-10T01:00:00.000000+0000
2009020053,20092010,2009-10-10,19:00,R,OK,1,3,NJD,2,13,FLA,https://api-web.nhle.com/v1/gamecenter/2009020053/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020053,2009-10-10T23:00:00.000000+0000
2009020054,20092010,2009-10-10,19:00,R,OK,15,2,WSH,3,17,DET,https://api-web.nhle.com/v1/gamecenter/2009020054/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020054,2009-10-10T23:00:00.000000+0000
2009020060,20092010,2009-10-10,22:00,R,OK,8,2,MTL,3,22,EDM,https://api-web.nhle.com/v1/gamecenter/2009020060/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020060,2009-10-11T02:00:00.000000+0000
2009020082,20092010,2009-10-15,19:30,R,OK,21,3,COL,2,8,MTL,https://api-web.nhle.com/v1/gamecenter/2009020082/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020082,2009-10-15T23:30:00.000000+0000
2009020091,20092010,2009-10-16,21:00,R,OK,23,3,VAN,5,20,CGY,https://api-web.nhle.com/v1/gamecenter/2009020091/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020091,2009-10-17T01:00:00.000000+0000
2009020094,20092010,2009-10-17,19:00,R,OK,3,4,NYR,1,10,TOR,https://api-web.nhle.com/v1/gamecenter/2009020094/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020094,2009-10-17T23:00:00.000000+0000
2009020096,20092010,2009-10-17,19:00,R,OK,12,0,CAR,2,1,NJD,https://api-web.nhle.com/v1/gamecenter/2009020096/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020096,2009-10-17T23:00:00.000000+0000
2009020102,20092010,2009-10-17,20:30,R,OK,25,4,DAL,3,16,CHI,https://api-web.nhle.com/v1/gamecenter/2009020102/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020102,2009-10-18T00:30:00.000000+0000
2009020113,20092010,2009-10-21,19:00,R,OK,12,3,CAR,4,2,NYI,https://api-web.nhle.com/v1/gamecenter/2009020113/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020113,2009-10-21T23:00:00.000000+0000
2009020122,20092010,2009-10-22,19:30,R,OK,18,6,NSH,5,9,OTT,https://api-web.nhle.com/v1/gamecenter/2009020122/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020122,2009-10-22T23:30:00.000000+0000
2009020134,20092010,2009-10-24,19:00,R,OK,28,4,SJS,3,11,ATL,https://api-web.nhle.com/v1/gamecenter/2009020134/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020134,2009-10-24T23:00:00.000000+0000
2009020135,20092010,2009-10-24,19:00,R,OK,10,1,TOR,3,23,VAN,https://api-web.nhle.com/v1/gamecenter/2009020135/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020135,2009-10-24T23:00:00.000000+0000
2009020147,20092010,2009-10-25,22:00,R,OK,22,0,EDM,2,23,VAN,https://api-web.nhle.com/v1/gamecenter/2009020147/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020147,2009-10-26T02:00:00.000000+0000
2009020155,20092010,2009-10-28,19:00,R,OK,7,4,BUF,1,1,NJD,https://api-web.nhle.com/v1/gamecenter/2009020155/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020155,2009-10-28T23:00:00.000000+0000
2009020180,20092010,2009-10-31,13:00,R,OK,22,0,EDM,2,6,BOS,https://api-web.nhle.com/v1/gamecenter/2009020180/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020180,2009-10-31T17:00:00.000000+0000
2009020186,20092010,2009-10-31,19:30,R,OK,30,2,MIN,1,5,PIT,https://api-web.nhle.com/v1/gamecenter/2009020186/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020186,2009-10-31T23:30:00.000000+0000
2009020190,20092010,2009-10-31,22:00,R,OK,17,3,DET,1,20,CGY,https://api-web.nhle.com/v1/gamecenter/2009020190/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2009020190,2009-11-01T02:00:00.000000+0000
