game_id,season,game_date,start_time_ET,game_type_code,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,away_team_id,away_score,away_team_name,home_score,home_team_id,home_team_name,pbp_link,shift_link,start_time_UTC
2018030417,20182019,2019-06-12,20:00,P,Final,7,Final,7,19,4,St. Louis Blues,1,6,Boston Bruins,https://api-web.nhle.com/v1/gamecenter/2018030417/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030417,2019-06-13T00:00:00.000000+0000
2018030416,20182019,2019-06-09,20:00,P,Final,7,Final,7,6,5,Boston Bruins,1,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030416/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030416,2019-06-10T00:00:00.000000+0000
2018030415,20182019,2019-06-06,20:00,P,Final,7,Final,7,19,2,St. Louis Blues,1,6,Boston Bruins,https://api-web.nhle.com/v1/gamecenter/2018030415/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030415,2019-06-07T00:00:00.000000+0000
2018030414,20182019,2019-06-03,20:00,P,Final,7,Final,7,6,2,Boston Bruins,4,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030414/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030414,2019-06-04T00:00:00.000000+0000
2018030413,20182019,2019-06-01,20:00,P,Final,7,Final,7,6,7,Boston Bruins,2,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030413/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030413,2019-06-02T00:00:00.000000+0000
2018030412,20182019,2019-05-29,20:00,P,Final,7,Final,7,19,3,St. Louis Blues,2,6,Boston Bruins,https://api-web.nhle.com/v1/gamecenter/2018030412/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030412,2019-05-30T00:00:00.000000+0000
2018030411,20182019,2019-05-27,20:00,P,Final,7,Final,7,19,2,St. Louis Blues,4,6,Boston Bruins,https://api-web.nhle.com/v1/gamecenter/2018030411/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030411,2019-05-28T00:00:00.000000+0000
2018030326,20182019,2019-05-21,20:00,P,Final,7,Final,7,28,1,San Jose Sharks,5,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030326/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030326,2019-05-22T00:00:00.000000+0000
2018030325,20182019,2019-05-19,15:00,P,Final,7,Final,7,19,5,St. Louis Blues,0,28,San Jose Sharks,https://api-web.nhle.com/v1/gamecenter/2018030325/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030325,2019-05-19T19:00:00.000000+0000
2018030324,20182019,2019-05-17,20:00,P,Final,7,Final,7,28,1,San Jose Sharks,2,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030324/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030324,2019-05-18T00:00:00.000000+0000
2018030314,20182019,2019-05-16,20:00,P,Final,7,Final,7,6,4,Boston Bruins,0,12,Carolina Hurricanes,https://api-web.nhle.com/v1/gamecenter/2018030314/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030314,2019-05-17T00:00:00.000000+0000
2018030323,20182019,2019-05-15,20:00,P,Final,7,Final,7,28,5,San Jose Sharks,4,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030323/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030323,2019-05-16T00:00:00.000000+0000
2018030313,20182019,2019-05-14,20:00,P,Final,7,Final,7,6,2,Boston Bruins,1,12,Carolina Hurricanes,https://api-web.nhle.com/v1/gamecenter/2018030313/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030313,2019-05-15T00:00:00.000000+0000
2018030322,20182019,2019-05-13,21:00,P,Final,7,Final,7,19,4,St. Louis Blues,2,28,San Jose Sharks,https://api-web.nhle.com/v1/gamecenter/2018030322/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030322,2019-05-14T01:00:00.000000+0000
2018030321,20182019,2019-05-11,20:00,P,Final,7,Final,7,19,3,St. Louis Blues,6,28,San Jose Sharks,https://api-web.nhle.com/v1/gamecenter/2018030321/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030321,2019-05-12T00:00:00.000000+0000
2018030312,20182019,2019-05-12,15:00,P,Final,7,Final,7,12,2,Carolina Hurricanes,6,6,Boston Bruins,https://api-web.nhle.com/v1/gamecenter/2018030312/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030312,2019-05-12T19:00:00.000000+0000
2018030311,20182019,2019-05-09,20:00,P,Final,7,Final,7,12,2,Carolina Hurricanes,5,6,Boston Bruins,https://api-web.nhle.com/v1/gamecenter/2018030311/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030311,2019-05-10T00:00:00.000000+0000
2018030247,20182019,2019-05-08,21:00,P,Final,7,Final,7,21,2,Colorado Avalanche,3,28,San Jose Sharks,https://api-web.nhle.com/v1/gamecenter/2018030247/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030247,2019-05-09T01:00:00.000000+0000
2018030237,20182019,2019-05-07,20:00,P,Final,7,Final,7,25,1,Dallas Stars,2,19,St. Louis Blues,https://api-web.nhle.com/v1/gamecenter/2018030237/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2018030237,2019-05-08T00:00:00.000000+0000
