game_id,season,game_date,start_time_ET,game_type_code,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,away_team_id,away_score,away_team_name,home_score,home_team_id,home_team_name,pbp_link,shift_link,start_time_UTC
2022030415,20222023,2023-06-13,20:00,P,Final,7,Final,7,13,3,Florida Panthers,9,54,Vegas Golden Knights,https://api-web.nhle.com/v1/gamecenter/2022030415/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030415,2023-06-14T00:00:00.000000+0000
2022030414,20222023,2023-06-10,20:00,P,Final,7,Final,7,54,3,Vegas Golden Knights,2,13,Florida Panthers,https://api-web.nhle.com/v1/gamecenter/2022030414/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030414,2023-06-11T00:00:00.000000+0000
2022030413,20222023,2023-06-08,20:00,P,Final,7,Final,7,54,2,Vegas Golden Knights,3,13,Florida Panthers,https://api-web.nhle.com/v1/gamecenter/2022030413/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030413,2023-06-09T00:00:00.000000+0000
2022030412,20222023,2023-06-05,20:00,P,Final,7,Final,7,13,2,Florida Panthers,7,54,Vegas Golden Knights,https://api-web.nhle.com/v1/gamecenter/2022030412/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030412,2023-06-06T00:00:00.000000+0000
2022030411,20222023,2023-06-03,20:00,P,Final,7,Final,7,13,2,Florida Panthers,5,54,Vegas Golden Knights,https://api-web.nhle.com/v1/gamecenter/2022030411/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030411,2023-06-04T00:00:00.000000+0000
2022030326,20222023,2023-05-29,20:00,P,Final,7,Final,7,54,6,Vegas Golden Knights,0,25,Dallas Stars,https://api-web.nhle.com/v1/gamecenter/2022030326/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030326,2023-05-30T00:00:00.000000+0000
2022030325,20222023,2023-05-27,20:00,P,Final,7,Final,7,25,4,Dallas Stars,2,54,Vegas Golden Knights,https://api-web.nhle.com/v1/gamecenter/2022030325/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030325,2023-05-28T00:00:00.000000+0000
2022030324,20222023,2023-05-25,20:00,P,Final,7,Final,7,54,2,Vegas Golden Knights,3,25,Dallas Stars,https://api-web.nhle.com/v1/gamecenter/2022030324/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030324,2023-05-26T00:00:00.000000+0000
2022030314,20222023,2023-05-24,20:00,P,Final,7,Final,7,12,3,Carolina Hurricanes,4,13,Florida Panthers,https://api-web.nhle.com/v1/gamecenter/2022030314/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030314,2023-05-25T00:00:00.000000+0000
2022030323,20222023,2023-05-23,20:00,P,Final,7,Final,7,54,4,Vegas Golden Knights,0,25,Dallas Stars,https://api-web.nhle.com/v1/gamecenter/2022030323/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2022030323,2023-05-24T00:00:00.000000+0000
