game_id,season,game_date,start_time_ET,season_type,game_schedule_state,away_team_id,away_score,away_abbreviation,home_score,home_team_id,home_abbreviation,pbp_link,shift_link,start_time_utc
2015020004,20152016,2015-10-07,22:30,R,OK,28,5,SJS,1,26,LAK,https://api-web.nhle.com/v1/gamecenter/2015020004/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020004,2015-10-08T02:30:00.000000+0000
2015020012,20152016,2015-10-09,19:00,R,OK,52,3,WPG,1,1,NJD,https://api-web.nhle.com/v1/gamecenter/2015020012/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020012,2015-10-09T23:00:00.000000+0000
2015020037,20152016,2015-10-13,19:00,R,OK,18,3,NSH,1,1,NJD,https://api-web.nhle.com/v1/gamecenter/2015020037/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020037,2015-10-13T23:00:00.000000+0000
2015020044,20152016,2015-10-13,21:00,R,OK,19,4,STL,3,20,CGY,https://api-web.nhle.com/v1/gamecenter/2015020044/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020044,2015-10-14T01:00:00.000000+0000
2015020050,20152016,2015-10-15,19:00,R,OK,18,3,NSH,4,2,NYI,https://api-web.nhle.com/v1/gamecenter/2015020050/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020050,2015-10-15T23:00:00.000000+0000
2015020060,20152016,2015-10-16,19:30,R,OK,12,5,CAR,3,17,DET,https://api-web.nhle.com/v1/gamecenter/2015020060/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020060,2015-10-16T23:30:00.000000+0000
2015020065,20152016,2015-10-17,19:00,R,OK,17,1,DET,4,8,MTL,https://api-web.nhle.com/v1/gamecenter/2015020065/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020065,2015-10-17T23:00:00.000000+0000
2015020066,20152016,2015-10-17,19:00,R,OK,18,4,NSH,3,9,OTT,https://api-web.nhle.com/v1/gamecenter/2015020066/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020066,2015-10-17T23:00:00.000000+0000
2015020068,20152016,2015-10-17,19:00,R,OK,25,4,DAL,2,13,FLA,https://api-web.nhle.com/v1/gamecenter/2015020068/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020068,2015-10-17T23:00:00.000000+0000
2015020078,20152016,2015-10-18,21:00,R,OK,22,2,EDM,1,23,VAN,https://api-web.nhle.com/v1/gamecenter/2015020078/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020078,2015-10-19T01:00:00.000000+0000
2015020080,20152016,2015-10-19,19:00,R,OK,28,0,SJS,4,3,NYR,https://api-web.nhle.com/v1/gamecenter/2015020080/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020080,2015-10-19T23:00:00.000000+0000
2015020082,20152016,2015-10-20,19:30,R,OK,25,2,DAL,1,4,PHI,https://api-web.nhle.com/v1/gamecenter/2015020082/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020082,2015-10-20T23:30:00.000000+0000
2015020102,20152016,2015-10-23,20:00,R,OK,14,4,TBL,3,52,WPG,https://api-web.nhle.com/v1/gamecenter/2015020102/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020102,2015-10-24T00:00:00.000000+0000
2015020108,20152016,2015-10-24,19:00,R,OK,10,3,TOR,5,8,MTL,https://api-web.nhle.com/v1/gamecenter/2015020108/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020108,2015-10-24T23:00:00.000000+0000
2015020123,20152016,2015-10-26,20:30,R,OK,24,0,ANA,1,16,CHI,https://api-web.nhle.com/v1/gamecenter/2015020123/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020123,2015-10-27T00:30:00.000000+0000
2015020134,20152016,2015-10-28,19:30,R,OK,20,4,CGY,5,9,OTT,https://api-web.nhle.com/v1/gamecenter/2015020134/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020134,2015-10-28T23:30:00.000000+0000
2015020157,20152016,2015-10-31,19:00,R,OK,5,4,PIT,0,10,TOR,https://api-web.nhle.com/v1/gamecenter/2015020157/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020157,2015-10-31T23:00:00.000000+0000
2015020172,20152016,2015-11-03,19:00,R,OK,25,5,DAL,3,6,BOS,https://api-web.nhle.com/v1/gamecenter/2015020172/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020172,2015-11-04T00:00:00.000000+0000
2015020177,20152016,2015-11-03,20:30,R,OK,26,3,LAK,0,19,STL,https://api-web.nhle.com/v1/gamecenter/2015020177/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020177,2015-11-04T01:30:00.000000+0000
2015020195,20152016,2015-11-06,19:00,R,OK,16,2,CHI,4,1,NJD,https://api-web.nhle.com/v1/gamecenter/2015020195/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020195,2015-11-07T00:00:00.000000+0000
2015020201,20152016,2015-11-07,16:00,R,OK,13,1,FLA,4,26,LAK,https://api-web.nhle.com/v1/gamecenter/2015020201/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020201,2015-11-07T21:00:00.000000+0000
2015020229,20152016,2015-11-11,22:00,R,OK,22,4,EDM,3,24,ANA,https://api-web.nhle.com/v1/gamecenter/2015020229/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020229,2015-11-12T03:00:00.000000+0000
2015020231,20152016,2015-11-12,19:00,R,OK,19,3,STL,6,3,NYR,https://api-web.nhle.com/v1/gamecenter/2015020231/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020231,2015-11-13T00:00:00.000000+0000
2015020240,20152016,2015-11-12,21:00,R,OK,22,1,EDM,4,53,ARI,https://api-web.nhle.com/v1/gamecenter/2015020240/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020240,2015-11-13T02:00:00.000000+0000
2015020246,20152016,2015-11-14,13:00,R,OK,3,2,NYR,1,9,OTT,https://api-web.nhle.com/v1/gamecenter/2015020246/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020246,2015-11-14T18:00:00.000000+0000
2015020251,20152016,2015-11-14,19:00,R,OK,13,5,FLA,4,14,TBL,https://api-web.nhle.com/v1/gamecenter/2015020251/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020251,2015-11-15T00:00:00.000000+0000
2015020252,20152016,2015-11-14,19:00,R,OK,5,0,PIT,4,1,NJD,https://api-web.nhle.com/v1/gamecenter/2015020252/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020252,2015-11-15T00:00:00.000000+0000
2015020253,20152016,2015-11-14,19:00,R,OK,4,3,PHI,2,12,CAR,https://api-web.nhle.com/v1/gamecenter/2015020253/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020253,2015-11-15T00:00:00.000000+0000
2015020255,20152016,2015-11-14,19:00,R,OK,52,0,WPG,7,18,NSH,https://api-web.nhle.com/v1/gamecenter/2015020255/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020255,2015-11-15T00:00:00.000000+0000
2015020259,20152016,2015-11-15,19:00,R,OK,10,3,TOR,4,3,NYR,https://api-web.nhle.com/v1/gamecenter/2015020259/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020259,2015-11-16T00:00:00.000000+0000
2015020273,20152016,2015-11-17,20:00,R,OK,24,2,ANA,3,18,NSH,https://api-web.nhle.com/v1/gamecenter/2015020273/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020273,2015-11-18T01:00:00.000000+0000
2015020280,20152016,2015-11-19,19:00,R,OK,21,3,COL,4,5,PIT,https://api-web.nhle.com/v1/gamecenter/2015020280/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020280,2015-11-20T00:00:00.000000+0000
2015020284,20152016,2015-11-19,19:30,R,OK,3,1,NYR,2,14,TBL,https://api-web.nhle.com/v1/gamecenter/2015020284/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020284,2015-11-20T00:30:00.000000+0000
2015020291,20152016,2015-11-20,21:00,R,OK,16,1,CHI,2,20,CGY,https://api-web.nhle.com/v1/gamecenter/2015020291/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020291,2015-11-21T02:00:00.000000+0000
2015020315,20152016,2015-11-24,20:30,R,OK,9,7,OTT,4,25,DAL,https://api-web.nhle.com/v1/gamecenter/2015020315/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020315,2015-11-25T01:30:00.000000+0000
2015020332,20152016,2015-11-27,16:00,R,OK,52,3,WPG,1,30,MIN,https://api-web.nhle.com/v1/gamecenter/2015020332/play-by-play,https://api.nhle.com/stats/rest/en/shiftcharts?cayenneExp=gameId=2015020332,2015-11-27T21:00:00.000000+0000
